User,Comment,VideoID,Likes,Replies
@andrereloaded1425,Common sense defeated woke non-sense 🏳‍🌈,FIY_oDSnPdE,89.0,44.0
@lexruptor,"It&#39;s called cheating, duh",FIY_oDSnPdE,5.0,20.0
@peacesearcher4598,TAKE DOWN THAT BLUE WALL🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,A3AXszRgX7I,1.0,0.0
@uppercut1988,Does anyone have the link to sky Australia full coverage?? found sky News but not Australia. thanks if you can find and share!!!!,A3AXszRgX7I,0.0,0.0
@tr9309,Russia was calling bomb threats all around the U S the entire election day....this election was clearly hacked and bots making it seem people actually like Trunp...mark my words,A3AXszRgX7I,0.0,3.0
@hughsahlstrom951,"Republicans now have no excuses and have no one else to blame. They have FULL CONTROL. They have the White House, the House and the Senate. They &quot;can&quot; do the &quot;ALL the good&quot; we all know they are incapable of doing due to being a vortex of evil. But come 2028/29, when the leave everything a burning mess, they will blame the Democrats for EVERYTHING.<br><br>I repeat: Republicans now have no excuses and have no one else to blame. They have FULL CONTROL. They have the White House, the House and the Senate. They &quot;can&quot; do the &quot;ALL the good&quot; we all know they are incapable of doing due to being a vortex of evil. But come 2028/29, when the leave everything a burning mess, they will blame the Democrats for EVERYTHING.",A3AXszRgX7I,0.0,0.0
@Fight_Fit_Nation,"You&#39;ll better read the book of Revelations because before this 4 years are up somebody else is going to step in and &quot;wonderful amazing things&quot; on Trumps behalf. And you guys are going to love him because of that. That person will have as much authority as him.<br>According to the book he&#39;s even going to order for some type of image to be made on Trump&#39;s behalf, perhaps a statue and soon after that, the number that goes in your &quot;forehead&quot; comes to play.",A3AXszRgX7I,0.0,0.0
@Joshua-Samarita,I hope republicans would hold that map forever.,A3AXszRgX7I,0.0,0.0
@Donna-xl3hc,Trump nightmare become.🇺🇸,A3AXszRgX7I,0.0,0.0
@walt325,Make America Great Again!,A3AXszRgX7I,0.0,0.0
@teresapack4788,Thank the Lord!  He did not lose. It was stolen.  They cheated.,A3AXszRgX7I,0.0,0.0
@685_Era,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,A3AXszRgX7I,0.0,0.0
@markhill9275,"The Trumpinator, I told you I&#39;ll be Back!!!!",A3AXszRgX7I,0.0,0.0
@____beentheredonethat____,"Kamala, you&#39;re FIRED. As a law abiding, tax paying citizen, I don&#39;t want this evil weirdo Kamala anywhere near my money. I don&#39;t even trust her with a potato gun to be honest let alone fixing the economy. Also, as a Muslim American, I truly believe Trump is the only solution to the mess created by sleepy Joe. Congratulations my President. Can&#39;t wait to see how America progresses under your leadership. Love from Staten Island, New York.",A3AXszRgX7I,0.0,0.0
@jaygoodman384,Felons are humans so let all take political office👍,A3AXszRgX7I,0.0,1.0
@just1992,"To democratic supporters can you explain to me why every big city that votes blue has the highest crimes in the entire country.Example the whole California is a shithole,milwauke Wisconsin very dangerous,Chicago very dangerous,Detroit Philadelphia etc,Albuquerque and many more",A3AXszRgX7I,0.0,0.0
@BlaineDowan,Get ready Canada 🇨🇦  a Polieve conservative majority coming. Down and out with Justin Trudeau in the upcoming election. I&#39;m loving it!!!,A3AXszRgX7I,0.0,0.0
@patrickexplorer2088,GODBLESS AMERICA 🇺🇸 ❤,A3AXszRgX7I,0.0,0.0
@gabar6541,"Right or left <br>Both r belongings of same <br>opportunistic,  business and robotic human<br>Once u r MIND DRIVEN<br>which is almost 99% of POLITICIAN <br>works only for there BENEFIT/ ADVANTAGE/ COMFORT/just for SURVIVAL/UNTRUTH/ COMPROMISE/ EXPENSION/ OCCUPATION/ AGRRESION , EXCLUSION= My way or high way<br>and and and <br><br>But to be conciousness/ truthful of LIFE cannot be therefore SEEN or FOUND<br><br>So the better world is only possible with TRUTHFUL/ LIFE ORIENTED LEADERS<br><br>OM MA NI PAD ME HUNG",A3AXszRgX7I,0.0,0.0
@Will_ShakesBeer,"Before all the Dems LOSE THEIR MINDS , just remember Kamala lost her 2020 campaign with a DISMAL 4% ..why would anything be different now..why because you force fed a candidate to the people and she was the Only option???  Hahahahhahahahaha",A3AXszRgX7I,0.0,0.0
@DavidAnindoPeter-d4n,Cardi b 👹😢😂😎,A3AXszRgX7I,0.0,0.0
@OnGodFrFr0987,Make America Sane Again<br>W win for America 🇺🇸 🎉,A3AXszRgX7I,0.0,0.0
@YamatoSinji,The return of the King!,A3AXszRgX7I,0.0,0.0
@cyrlangaming,"Media, celebrities and other influencers shouting not to vote Trump before, you didn&#39;t know that is a free advertisement from his side? People may have a chance to vote Trump if people hates you.",A3AXszRgX7I,0.0,0.0
@marciamarcia7510,Harris colleague lost her the election,A3AXszRgX7I,0.0,0.0
@sowsow6677,LETS GOOOOOOO MAKE AMERICA GREAT AGAIN,A3AXszRgX7I,1.0,0.0
@wa2k99,Hi from north Carolina. Now this is great fair coverage. More than we have in our country lol,A3AXszRgX7I,0.0,0.0
@LarofelaTlau123,Let&#39;s go maga thank God,A3AXszRgX7I,0.0,0.0
@sakshambhadoria9998,"Mr Trump now has experience, a cohesive ideological agenda, and a dedicated team to implement the radical MAGA agenda along with a powerful political mandate and control of all the three branches of the government.",A3AXszRgX7I,0.0,0.0
@soultree77,A very Dark Day for America <br>Make no mistake Trump supporters are on the wrong side of history,A3AXszRgX7I,2.0,4.0
@mikec3749,The meltdowns shall be glorious to behold.,A3AXszRgX7I,0.0,0.0
@Wassup990udueuej,Click here so trump wins here too,A3AXszRgX7I,1.0,0.0
@deltavagen9796,no more left wing non binary LGBTQ nonsense,A3AXszRgX7I,1.0,0.0
@Alan-di5kq,Yesss my play hit!!! I&#39;m rich guys!!!!,A3AXszRgX7I,0.0,0.0
@Rick-xp5sy,"Trump will shake every country up now, Ukraine is big trouble",A3AXszRgX7I,0.0,0.0
@YoureNotReet,Huge win for Americans,A3AXszRgX7I,0.0,0.0
@howelltaylor6774,Lessoning to the marxist news you would think it was the second coming of the Confederacy! We can only hope that&#39;s true! HAHA,A3AXszRgX7I,0.0,0.0
@b_seed,yeah boi✊,A3AXszRgX7I,0.0,0.0
@BLACKSTARMOVEMENTS,"The nightmare is over…Kamala’s like another version Hilary…men can go to bed at night without butting heads with wives bent on ruling the house and usurping their  husband authority  because a modern feminist/misandrist  became president of the U.S. and gassed women up all over the world to seize all power and authority from men…except for the hard jobs &amp; stuff  thou men can still do that, but everything else…we want it.",A3AXszRgX7I,0.0,0.0
@Neeche2361,The laughing stock of the world y’all gone see,A3AXszRgX7I,1.0,0.0
@xyz9413,always know that Donald represents American value,A3AXszRgX7I,1.0,0.0
@rezaqasemi482,Those who want to leave  hurry coll your stuff  and get hell out,A3AXszRgX7I,2.0,0.0
@edwinkubena9944,Trump❤️❤️❤️💯💯,A3AXszRgX7I,1.0,0.0
@alexallex7722,"Blue wall is not broken, blue wall has been tore down. This would be a very sad day if it were otherwise, this would be the dawn of the destruction of all that is good and free.",A3AXszRgX7I,0.0,0.0
@syzionaurifex5383,God bless America,A3AXszRgX7I,0.0,0.0
@zoomanx9661,TRUUUUUUUUMMMMMMMMMP HAAAAAAAAASSSSSS RETUUUURRRRRNNNNNEEEEDDDDDD🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,A3AXszRgX7I,0.0,0.0
@shadowman3591,"We&#39;ve been released from the grip of those 2 buffoons, ginally something will change",A3AXszRgX7I,0.0,0.0
@CrystalH-y5y,We love u Australia!!,A3AXszRgX7I,0.0,0.0
@jasonevans9984,Never forget 180k Amish saved the USA on election day 2024 in Pennsylvania!,A3AXszRgX7I,0.0,0.0
@James-r3w7o,Thank you Jesus!!!!!!!!!,A3AXszRgX7I,0.0,0.0
@xiongbreeze,Good no women allow as a president 😂,A3AXszRgX7I,0.0,0.0
@AP-nj1mr,Harris was just un-electable.,A3AXszRgX7I,0.0,0.0
@LW13r,USA has become the new n@zi state. They’re already talking about getting rid of freedom of press,A3AXszRgX7I,0.0,1.0
@BigRuZ587,"In the end, Gods will ALWAYS be done",A3AXszRgX7I,0.0,0.0
@Only_God_Is_Allah_SWT,<b>FBI&#39;s Most Wanted and Elusive Criminal has became a US President! How comical US of A can be?</b>,A3AXszRgX7I,1.0,4.0
@Flokiabob311,BYE BYE CACKLIN’ KAMALA!!!!!! 👋🏼,A3AXszRgX7I,0.0,0.0
@workwiseai,"Now its our turn Australia, <br>Maga au ❤❤❤",A3AXszRgX7I,0.0,0.0
@UltimateXenoZ,Well it&#39;s official we are going to live in by fear once more,A3AXszRgX7I,2.0,0.0
@VenosEvans,"Americans I am so proud of you , you chose the right one, love you all and congratulations ❤️🇺🇸❤️🇺🇸",A3AXszRgX7I,1.0,0.0
@TheSaint-gd7tj,"Thank you, Australia. We appreciate your well wishes. 😎 Congrats President Trump! God keep you &amp; your family! 🎉🎉🎉🇺🇸🇺🇸🇺🇸",A3AXszRgX7I,0.0,0.0
@r-labs9357,Well Done America 🤮🤮🤮🤮<br><br>May you rest in peace,A3AXszRgX7I,1.0,4.0
@Bigd-b9e,Yayyyyyyyyyyyy s reaming at the top of my lungs,A3AXszRgX7I,0.0,0.0
@josephbland3904,In your face all you fake phoney pinko liberal z list actors and singers who backed SKAMALA!!..,A3AXszRgX7I,1.0,0.0
@kittycat8222,Praise God!!!!!,A3AXszRgX7I,0.0,0.0
@asuna5701,Kammy and Wally had no chance. Trump 2024🇺🇸,A3AXszRgX7I,0.0,0.0
@Qingeaton,"America was saved. Now, let&#39;s get to work undoing the Biden/Harris damage.",A3AXszRgX7I,1.0,0.0
@StarwaterCWS,I thank Biden for choosing an unpopular VP.  Proof that DEI doesn’t work!,A3AXszRgX7I,0.0,0.0
@d-p_,"Lol, as of writing this and waiting for hours,<br>Reuters, ABC, NBC, and all the other corrupt three-letter so-called sources of news have Trump at 266, not 267 — trying to do all they can to prop up Kamala and the Democrats for as long as they possibly can and not call the victory for Trump as the next President of the US when it is already clear as shown honestly from Sky News Australia.",A3AXszRgX7I,1.0,1.0
@windykingdom6153,"This was a long time coming, and it finally came! I remember when my online friends was celebrating Biden in 2020, and now look who’s quiet 🤣, waiting for someone to make a compilation of freakouts and meltdowns from the media and other people, but nonetheless congratulations to Trump and Vance!",A3AXszRgX7I,1.0,0.0
@ΛουκάςΛάμπης,"God bless Australia  Sky News for staying true to their values, supporting Trump, and exposing Kamala&#39;s lies.",A3AXszRgX7I,0.0,0.0
@popikmarius7759,Whole world celebrating.,A3AXszRgX7I,1.0,0.0
@kodibassInsideoutboards,THANK  YOU  PA !!!!!!!    I   Love  U  PA!,A3AXszRgX7I,0.0,0.0
@mahatta1,It obviously shows who want to rig a no-brain puppet (Kamala) easily by their wealth.<br><br>❤Embracing the world with sweeping victory of President Trump❤,A3AXszRgX7I,0.0,0.0
@ryomen961,2 times being a President of Modern America before GTA 6 is such a Historical Moment!,A3AXszRgX7I,5.0,0.0
@rickdavid1795,Thank God,A3AXszRgX7I,4.0,0.0
@missmcphee8859,Love from the UK!!🎉,A3AXszRgX7I,0.0,0.0
@mattatthome,Australia is the second America when it comes to it,A3AXszRgX7I,0.0,0.0
@Chris2flye,ALL CELEBRITIES PLEASE LEAVE THE COUNTRY I BEG YOU PLEASE LEAVE,A3AXszRgX7I,1.0,0.0
@HDTube101,It&#39;s all over but the crying.,A3AXszRgX7I,1.0,0.0
@davidl2469,"A Queer dude had 3 terms,  looking for his 4th, shedding tears with his husband “Michael”now, it’s hard for him not  drag this nation through the mud any longer.",A3AXszRgX7I,1.0,0.0
@josemariadsouza3990,Congratulations 🎊 sir 👏,A3AXszRgX7I,0.0,0.0
@princeicio,"Holy f*** I feel like it&#39;s 2016 all over again. Not an American, calm down",A3AXszRgX7I,0.0,0.0
@kryceksangel,We tried Democrats for 4 years and we didn&#39;t like it,A3AXszRgX7I,2.0,1.0
@Sheppardsg1,"here in slovenia mainstream are careful now what to say now that karma blow at them, happy to read them today and laugh donald is such a troll for them and they felt for it with that garbage truck stunt haha",A3AXszRgX7I,1.0,0.0
@aimal875,❤❤❤❤❤,A3AXszRgX7I,0.0,0.0
@WannabecopAdamHolen,"Lmfao all the liberals got COOKED and all they can do is cry about it, and we all know they can&#39;t take an L 😂",A3AXszRgX7I,0.0,0.0
@SalvatoreSpade,Kamala. YOUR FIRED!!! 🇺🇲🦅,A3AXszRgX7I,1.0,0.0
@joeortolani9897,Yeeeeeeeaaaaahhhhhhhh!!!!!!!!! Trump 🇺🇸 Vance ♥️✊❤️🙏,A3AXszRgX7I,1.0,0.0
@confidential1035,"DESPITE the massive corrupt media, Barack Obama, Michelle Obama, Oprah, Lady Gaga, Julia Roberts, and all the other endless celebrity trash, 1 BILLION super pac from Bidens old campaign illegally given to Kamala, NO PRIMARY win for Kamala, WE THE PEOPLE WON!!!!!!!!🏆 ❤❤❤❤🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",A3AXszRgX7I,1.0,0.0
@constantinelheman,It is expected from the man who wrote The Art of The Comeback.,A3AXszRgX7I,0.0,0.0
@xtop23,Thank God he won.,A3AXszRgX7I,0.0,0.0
@Whatthe-g5i,I can&#39;t wait too see the next episode of Lefties Losing It. 😂😂😂,A3AXszRgX7I,0.0,1.0
@wenterinfaer1656,2016: woman beaten by Trump <br>2020: man defeats Trump<br>2024: woman beaten by Trump.<br><br>Democrats need to see what&#39;s going on here.,A3AXszRgX7I,0.0,0.0
@9852323,Let the copium and slander begin 😂,A3AXszRgX7I,0.0,0.0
@AdrenaLukeYT,Its gonna be so hilarious to witness the meltdowns. I cant wait 😂,A3AXszRgX7I,0.0,2.0
@reefratsclark5404,The invasion &amp; climate hoax is over,A3AXszRgX7I,0.0,0.0
@BonafideToolJunkie,"Bruce Springsteen, can you sing us a sad song 😭😭😭😭😭😭😭😭😭",A3AXszRgX7I,0.0,0.0
@christiham9822,Red Wave,A3AXszRgX7I,0.0,0.0
@DannyCaine-k6p,Thank God!!!,A3AXszRgX7I,0.0,0.0
@CaliforniaDreamin.,Thank GOD! We are happy here in California! 😊,A3AXszRgX7I,0.0,0.0
@NathanWood-f4w,Trump 2024 thank God this mercifully terrible time is over from this administration,A3AXszRgX7I,1.0,0.0
@biashacker,This was the easiest election to call. A dog had a better chance at winning against Trump than Kamala.,A3AXszRgX7I,0.0,0.0
@luxboss2388,Way to go sky news America we coming back!! 👍🏾,A3AXszRgX7I,0.0,0.0
@Puto73,It’s a great day for the USA!,A3AXszRgX7I,0.0,0.0
@skyward711,Congratulations Donald well dunn beter werld cuming,A3AXszRgX7I,0.0,0.0
@rfergy77ify,God saved America. Thank you God! Thank you Jesus! 47th President DJT. ❤❤,A3AXszRgX7I,5.0,0.0
@Cell9074,The world is officially entering its normal and good era,A3AXszRgX7I,2.0,0.0
@kaiser1295,Congratulations USA!,A3AXszRgX7I,0.0,0.0
@keithdrower9120,A dictator on day one....!,A3AXszRgX7I,0.0,0.0
@SunnyDragoon,"The American Nightmare Is Over, The Sweet Dreams are coming back.",A3AXszRgX7I,0.0,0.0
@mark_beastpriest5539,Humanity gets to survive after all.,A3AXszRgX7I,1.0,0.0
@StormchaserZA,I cannot wait to see the leftists freak out videos. Rita where&#39;s my daily dose of &quot;Lefties losing it&quot;? 🤣,A3AXszRgX7I,1.0,0.0
@ramegreeawalt11,The American propaganda news media won&#39;t report Trump the next president.  They are holding off as long as possible.  Like God is going to come do something.  They are the problem is this country. They cause the dessention among the people.,A3AXszRgX7I,1.0,0.0
@andrewlindell8626,This is the same feeling at the end of the Lord of rings when frodo drops the ring into the lake of fire and sauron is defeated.,A3AXszRgX7I,1.0,0.0
@caz119,Hip hop HOORAY!!! TO TRUMP AND REPUBLICAN PARTY.. GOD BLESS 🙌 AMERICA,A3AXszRgX7I,0.0,0.0
@davidharrow9025,YES!!!!,A3AXszRgX7I,0.0,0.0
@Teriteri22,TRUMP ❤❤❤❤,A3AXszRgX7I,0.0,0.0
@desupernoodle,Praise God! Without Him this would have never happened!,A3AXszRgX7I,0.0,0.0
@lonnybush5612,The nightmare is over. No free the J6 political prisoners.,A3AXszRgX7I,9.0,0.0
@terrycollins9744,"You damn straight Trump won, by a fuqin landslide",A3AXszRgX7I,0.0,0.0
@bobbythompson3544,I wish Mr Trump would help us in Britain with the demons in our Government!,A3AXszRgX7I,0.0,0.0
@drtonyfoochie4895,I pray that the people and &quot;celebriies&quot; that are promised to leave if he won....again actually leave this time.,A3AXszRgX7I,0.0,0.0
@WH2012,"Reminder, Sky News - he did NOT lose 2020.",A3AXszRgX7I,0.0,0.0
@katr3518,Love for Trump ❤❤❤❤❤,A3AXszRgX7I,0.0,0.0
@lemonkng3188,Because he never lost the last election,A3AXszRgX7I,0.0,0.0
@DemonHunter0069,Trump is a Legend,A3AXszRgX7I,0.0,0.0
@DieterZimmermann-yf4le,Notice That the MSM 😂 have lost it. It&#39;s trumps fault,A3AXszRgX7I,1.0,0.0
@old-gamer-01,I SUPPORT TRUMP FROM 2018.<br>TRUMP 16-20-24!!!<br>🎉🎉🎉,A3AXszRgX7I,99.0,3.0
@UnderwaterFishFilms,can we finally kick camel out of the country now? such an anti american commie,A3AXszRgX7I,0.0,0.0
@carolegill2456,Don Has Done It Congratulations 🙏🙏❤️❤️,A3AXszRgX7I,0.0,0.0
@nikchua5792,ALLAN LICHTMAN LEFT THE GROUP 🤣🤣🤣🤣,A3AXszRgX7I,0.0,0.0
@David-hi9rp,Thank god Sense has won over stupidity and Trump has Won the US elections shame it has not prevailed over here,A3AXszRgX7I,1.0,0.0
@ChristianHughes-o7b,Wow! Not gonna be much sex in the democrats homes tonight. lol 😆 😅😂🤣,A3AXszRgX7I,0.0,0.0
@Poemwriter_Angelo,He didn&#39;t win yet. But as good as,A3AXszRgX7I,0.0,0.0
@user-tb9gq4mw2c,we  can be unburdened by what has been of kamala harris,A3AXszRgX7I,7.0,0.0
@garthtagge3526,Lets Goooooo!,A3AXszRgX7I,0.0,0.0
@IeatLefties,It&#39;s great to see Optimism instead of Lunatic agendas!,A3AXszRgX7I,1.0,0.0
@cornelisdebilde6850,Sky News is Pro-Trump!,A3AXszRgX7I,0.0,0.0
@Protect_all_ljf3forms,Biggest come back in decades.<br>We dont deserve that MF but we NEEDED HIM,A3AXszRgX7I,0.0,0.0
@antreasAnimations,Is this for real? Or just projections?,A3AXszRgX7I,0.0,0.0
@ch1oee_0702,"life is so easy as a white male, can be less qualified and a fucking rapist and still be president. easiest fucking life",A3AXszRgX7I,0.0,1.0
@Iphoneejekj28jh,Congratulations usa from uk❤❤,A3AXszRgX7I,0.0,0.0
@KingzofRythm,Hahaha😂😂😂,A3AXszRgX7I,0.0,0.0
@CalvinMorris-cf8jk,their big downfall was calling hard working tax paying America loving people  GARBAGE. they can kiss my butt. i am a American and proud of it.👍❤ semper fi.  the swamp is history.,A3AXszRgX7I,0.0,1.0
@simontide6780,This means everything. The information the old world that control has broken. people get their info from anywhere but tv,A3AXszRgX7I,0.0,0.0
@mookyyzed2216,America WILL be Great Again!,A3AXszRgX7I,0.0,0.0
@danielsdimension2003,We are going to have the 4 best years in the history of our country.,A3AXszRgX7I,1.0,0.0
@salomigbaka480,To God be the glory!,A3AXszRgX7I,23.0,0.0
@neposite,CHRIST IS LORD INDEED!!! 🙂 PRAISE THE LORD!!! 🙂 💙💙💯💥💣🙏🙏🙏🙏🙏🙏,A3AXszRgX7I,0.0,0.0
@GoUSA2929,Thank you CHRIST JESUS!! Trump 2024!!,A3AXszRgX7I,0.0,0.0
@lisamorena9385,TRUMP 🙏🙏,A3AXszRgX7I,0.0,0.0
@postulatingspin4470,Bye Bye Race Baiting Elitist Redneck (Kamala),A3AXszRgX7I,1.0,0.0
@artymunoz5060,Glory to the almighty God that he saved Donald J Trump and has moved on the hearts of our nation electing him to presidency,A3AXszRgX7I,0.0,0.0
@jefftacsin911,Wheres allan lichtman predictor,A3AXszRgX7I,0.0,0.0
@cameron.t,God blesses the USA.,A3AXszRgX7I,0.0,0.0
@unlikeable8619,This is what happens when Democrats go full woke. Let this be a lesson to the DNC.,A3AXszRgX7I,0.0,0.0
@jimd6913,All of the fake news isn&#39;t declaring Trump the winner cause they&#39;re like 4 hours behind in calling states.  I think they&#39;re trying to spoil Trump&#39;s party.,A3AXszRgX7I,1.0,0.0
@cultureshock5000,not the first grover cleveland did it,A3AXszRgX7I,0.0,0.0
@PhillipaSilke,"THANK YOU, to The One Above. TG. TG.",A3AXszRgX7I,6.0,0.0
@andrewcole4843,As a member of what Hilary Clinton called the &quot;village mentality&quot; people besieged in the UK I congratulate what she called the &quot;deplorables&quot; in their victory.,A3AXszRgX7I,0.0,0.0
@343Films,FOR PEANUT 🐿<br>FOR FRED 🦝<br>FOR HARAMBE 🦍,A3AXszRgX7I,1.0,0.0
@aidancreager4095,So proud of my country God bless America 🇺🇸❤️,A3AXszRgX7I,2.0,0.0
@aragornii507,Trump 2024,A3AXszRgX7I,135.0,0.0
@juanrosadovelez6291,"Trump do not shake hand with Biden, just tell him to get that fuck out.",A3AXszRgX7I,0.0,0.0
@davidrothstein5664,Trump,A3AXszRgX7I,0.0,0.0
@LifeandLifeMoreAbundantly,Thank God Thank You Jesus❤️🇺🇸,A3AXszRgX7I,1.0,0.0
@parrymylogicthen290,Kamala didn’t even show up for her own party!!!! She left her supporters out in the cold!!,A3AXszRgX7I,0.0,0.0
@Feed-My-Mind-Not-My-Ego,"God is good. Thank you, Jesus. 🙏🏾",A3AXszRgX7I,2.0,0.0
@Al420-7,America is saved let’s go trump 2024 🇺🇸,A3AXszRgX7I,0.0,0.0
@mitchell-uk9up,Trump wins,A3AXszRgX7I,0.0,0.0
@garywei1945,Great news. Thanks God ! Thanks Trump and Musk and the world can arrive at new order we don’t worry the 3rd world war.,A3AXszRgX7I,0.0,0.0
@georgiatrammell6617,Yessss,A3AXszRgX7I,0.0,0.0
@timrod94,Amen!!!!!! 😊😊😊🎉🎉🎉,A3AXszRgX7I,1.0,0.0
@Vijay-wr2bv,Wowwwwww greatest news …. ❤❤❤❤❤,A3AXszRgX7I,1.0,0.0
@emmakeoghan9016,Yay!!!! 🇺🇸,A3AXszRgX7I,0.0,0.0
@hotchihuahua1546,Thank God we don’t have to wait 14 days to get the results ! <br>It’s over and the fat lady just sang ! <br>Congratulations to Trump/Vance and long live our Constitutional Republic ! 🇺🇸,A3AXszRgX7I,0.0,0.0
@checkmate9111,YES !!!!,A3AXszRgX7I,1.0,0.0
@chesterhaduca7029,Thank you God!!!   Victory for America and the world!!!,A3AXszRgX7I,0.0,0.0
@honahwikeepa2115,Albow Ardern is finished.,A3AXszRgX7I,0.0,0.0
@morganmend,"They tried to stop him, they couldn’t stop him! This man took a bullet for our country. Donald Trump was always my president, and now, he is our president! DONALD TRUMP 2024!",A3AXszRgX7I,1.0,0.0
@god563616,I Just woke up and IM LITERALLY CRYING SO HARD RIGHT NOW UNCONTROLLABLY. All the fasting and praying paid off. God decided to give America grace instead of judgement. God we are not worthy🙏😭😭😭🇺🇲🙏❤️❤️🇺🇲,A3AXszRgX7I,0.0,0.0
@PeacefulWorld123-freedom4us,Thank God! 🙏🙏🙏🙏🙏🙏,A3AXszRgX7I,3.0,0.0
@TW-SB,I bought $100 worth of celebratory fireworks last Friday for Trump&#39;s victory.,A3AXszRgX7I,12.0,0.0
@likeapro1119,WE DID IT. THERE IS HOPE FOR MY COUNTRY. TRUMP 2024!!!!!!!,A3AXszRgX7I,684.0,21.0
@usonly101,From Arizona! 🇺🇸 We love you Sky News Australia 🇦🇺!!! Proud to have voted Trump!!!,A3AXszRgX7I,242.0,12.0
@MarksmansBeast2,THE DEMOCRATS ARE LOOSING IT!!😂,A3AXszRgX7I,0.0,0.0
@AgentShadez,LETS GO!!!,A3AXszRgX7I,0.0,0.0
@marvinglover3460,Close the border drill baby drill,A3AXszRgX7I,0.0,0.0
@vince1229,Will Kamala be an political analyst on CNN. Can&#39;t wait for Karine Jean-Pierre&#39;s press conference with Peter Doocy.,A3AXszRgX7I,0.0,0.0
@damiandennis3740,🎉🎉🎉🎉🎉🎉🎉🎉🎉😂😂😂😂😂😂😂😂😂😂 trump,A3AXszRgX7I,0.0,0.0
@Bowler30089,MAGA: MAKE AMERICA GREAT AGAIN? NO! MAKE AMERICA GLORIOUS AGAIN!!!!!!,A3AXszRgX7I,1.0,0.0
@Beautiful_Mess,"Proud to be an American tonight! Thank you God, the nightmare is ending.",A3AXszRgX7I,0.0,0.0
@V.DubbYa,Yesssssssss,A3AXszRgX7I,0.0,0.0
@atreyuprincipalh4043,"Australia Sky News THANK YOU FOR THE SUPPORT YOU GAVE US THRU THIS 4 YEARS,YOU HAVE CREDIBILITY  ,while our own media lied to us constantly<br>We love you here in USA 🇺🇸",A3AXszRgX7I,0.0,0.0
@opara1123,"CNN and co, where are you  guys. God rules he has helped his son who confesses his name openly to win!",A3AXszRgX7I,0.0,0.0
@davidb6681,I hope my inner instincts are right!<br>Thank god!,A3AXszRgX7I,0.0,0.0
@JeremyWashington1489,F YESSSSS,A3AXszRgX7I,1.0,0.0
@andrewevans7992,Hell ya,A3AXszRgX7I,1.0,0.0
@Ascended3825,Common sense won today.,A3AXszRgX7I,646.0,17.0
@INFJ-ThaneTr,The funniest part is democrats did it to themselves,A3AXszRgX7I,0.0,0.0
@aswini4222,"The day he dodged that bullet to his head, i knew he will win! 😂",A3AXszRgX7I,0.0,0.0
@F26_RAIDER,"“Bad times don’t last forever, but bad guys do!” -Razor Ramon (RIP)",A3AXszRgX7I,0.0,0.0
@monaholt4066,Woohoo 🇺🇸 TRUMP/VANCE,A3AXszRgX7I,0.0,0.0
@Michelle-j4k,Trump 2024!❤❤,A3AXszRgX7I,0.0,0.0
@danleesmighter9003,Yessssssssssss Trumps is a winner,A3AXszRgX7I,0.0,0.0
@सुंदरनायक-ड1म,Trump 2024 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌻🌻🌻🌻🌻🌻🥀🥀🥀🥀🥀🥀🌳🌳🌳🌲🌲🌲🌾🌾🌾🌼🌼🌼🌻🌻🌻🌺🌺🌺🍁🍁🍁🍁🍁🍁🍁🍁🍁🍁,A3AXszRgX7I,0.0,0.0
@shakkattack,🇺🇸🙏🏻🫡💯%,A3AXszRgX7I,0.0,0.0
@porkNbenz,The meltdown starts 😂,A3AXszRgX7I,0.0,0.0
@jtg3765,&quot;The View&quot; will be crying in the morning. They&#39;ll be enraged!  LOL!,A3AXszRgX7I,1.0,0.0
@maggievillard7334,Merci 🙏 à votre chaîne et à vos Journalistes pour la présentation de cette soirée électorale car vous avez été les premiers à annoncer la bonne nouvelle que le Candidat Trump est devenu le nouveau Président des États-Unis.🇺🇸,A3AXszRgX7I,1.0,0.0
@Nzxtz07,"Praise God, Trump is our President.",A3AXszRgX7I,0.0,0.0
@erusthaliel1568,YEEEEEESSSSS,A3AXszRgX7I,0.0,0.0
@kahvac,Go home Obama !!!,A3AXszRgX7I,0.0,0.0
@chasehicks7465,We did it... Trump2024,A3AXszRgX7I,163.0,4.0
@edwardcook2330,We still got almost 2 months till he gets in she can still fk us up,A3AXszRgX7I,0.0,0.0
@davidsonowski414,Congratulations the 47th President of the United States of America Donald J Trump honor and privledge to fight with like minded patriots,A3AXszRgX7I,1.0,0.0
@natalialokchina8466,THANK YOU ALL FOR YOUR AMAZING JOB!!!!!,A3AXszRgX7I,155.0,0.0
@ekim4363,"Great news, we needed Donald Trump to get back as US President.",A3AXszRgX7I,419.0,9.0
@Orcbotbasher,Fanatical leftists will be in meltdown,A3AXszRgX7I,1.0,0.0
